Contractor_Name,Federal_ID,Region,Job_Title,Skill_Level,Hourly_Wage_Rate,Hourly_Bill_Rate,Markup_Percent,Is_Our_Rate,Formula_Version
V GROUP INC. DBA V GROUP CONSULTING,52-2175892,Region 3,Web Manager,Mid-Level,23.33,33.83,48.00,false,
V GROUP INC. DBA V GROUP CONSULTING,52-2175892,Region 1,Web Manager,Senior,67.82,100.37,48.00,false,
V GROUP INC. DBA V GROUP CONSULTING,52-2175892,Region 2,Web Manager,Senior,57.65,72.06,48.00,false,
V GROUP INC. DBA V GROUP CONSULTING,52-2175892,Region 3,Web Manager,Senior,77.99,113.09,48.00,false,
V GROUP INC. DBA V GROUP CONSULTING,52-2175892,Region 1,Web Manager,Expert,72.65,107.52,48.00,false,
V GROUP INC. DBA V GROUP CONSULTING,52-2175892,Region 2,Web Manager,Expert,61.75,77.19,48.00,false,
V GROUP INC. DBA V GROUP CONSULTING,52-2175892,Region 3,Web Manager,Expert,83.55,121.14,48.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Business Analyst,Junior,26.66,38.92,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Business Analyst,Junior,26.66,38.92,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Business Analyst,Junior,28.79,42.03,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Business Analyst,Mid-Level,34.29,50.06,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Business Analyst,Mid-Level,34.29,50.06,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Business Analyst,Mid-Level,37.03,54.06,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Business Analyst,Senior,42.96,62.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Business Analyst,Senior,42.96,62.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Business Analyst,Senior,46.39,67.74,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Business Analyst,Expert,49.35,72.06,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Business Analyst,Expert,49.35,72.06,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Business Analyst,Expert,53.61,78.27,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Cloud Engineer,Junior,33.68,49.17,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Cloud Engineer,Junior,33.68,49.17,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Cloud Engineer,Junior,36.37,53.11,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Cloud Engineer,Mid-Level,47.42,69.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Cloud Engineer,Mid-Level,47.42,69.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Cloud Engineer,Mid-Level,51.21,74.77,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Cloud Engineer,Senior,53.65,78.33,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Cloud Engineer,Senior,53.65,78.33,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Cloud Engineer,Senior,57.94,84.60,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Cloud Engineer,Expert,69.78,101.87,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Cloud Engineer,Expert,69.78,101.87,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Cloud Engineer,Expert,75.36,110.03,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Administrator,Junior,26.82,39.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Administrator,Junior,26.82,39.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Administrator,Junior,28.97,42.29,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Administrator,Mid-Level,38.46,56.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Administrator,Mid-Level,38.46,56.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Administrator,Mid-Level,40.11,58.57,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Administrator,Senior,48.94,71.46,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Administrator,Senior,48.94,71.46,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Administrator,Senior,50.32,73.47,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Administrator,Expert,55.06,80.38,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Administrator,Expert,55.06,80.38,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Administrator,Expert,58.34,85.18,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Architect,Junior,31.85,46.51,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Architect,Junior,31.85,46.51,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Architect,Junior,34.40,50.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Architect,Mid-Level,41.28,60.27,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Architect,Mid-Level,41.28,60.27,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Architect,Mid-Level,44.59,65.10,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Architect,Senior,56.54,82.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Architect,Senior,56.54,82.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Architect,Senior,61.06,89.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Architect,Expert,66.60,97.24,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Architect,Expert,66.60,97.24,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Architect,Expert,71.52,104.43,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Manager,Junior,30.64,44.74,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Manager,Junior,30.64,44.74,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Manager,Junior,32.40,47.31,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Manager,Mid-Level,40.00,58.40,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Manager,Mid-Level,40.00,58.40,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Manager,Mid-Level,42.31,61.77,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Manager,Senior,49.92,72.89,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Manager,Senior,50.98,74.43,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Manager,Senior,52.79,77.07,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Database Manager,Expert,63.22,92.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Database Manager,Expert,63.22,92.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Database Manager,Expert,66.86,97.61,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Graphic Designer,Junior,26.18,38.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Graphic Designer,Junior,26.18,38.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Graphic Designer,Junior,28.27,41.27,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Graphic Designer,Mid-Level,33.26,48.57,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Graphic Designer,Mid-Level,33.26,48.57,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Graphic Designer,Mid-Level,35.93,52.46,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Graphic Designer,Senior,39.73,58.01,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Graphic Designer,Senior,39.73,58.01,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Graphic Designer,Senior,42.92,62.66,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Graphic Designer,Expert,45.71,66.74,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Graphic Designer,Expert,45.71,66.74,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Graphic Designer,Expert,49.37,72.07,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Help Desk Manager,Junior,26.74,39.04,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Help Desk Manager,Junior,26.74,39.04,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Help Desk Manager,Junior,28.28,41.29,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Help Desk Manager,Mid-Level,30.61,44.69,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Help Desk Manager,Mid-Level,30.61,44.69,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Help Desk Manager,Mid-Level,32.37,47.26,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Help Desk Manager,Senior,35.02,51.14,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Help Desk Manager,Senior,35.02,51.14,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Help Desk Manager,Senior,37.03,54.06,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Help Desk Manager,Expert,41.35,60.37,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Help Desk Manager,Expert,41.35,60.37,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Help Desk Manager,Expert,43.71,63.81,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Manager,Junior,31.76,46.37,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Manager,Junior,31.76,46.37,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Manager,Junior,33.94,49.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Manager,Mid-Level,39.85,58.18,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Manager,Mid-Level,39.85,58.18,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Manager,Mid-Level,42.58,62.17,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Manager,Senior,49.81,72.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Manager,Senior,49.81,72.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Manager,Senior,53.22,77.70,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Manager,Expert,55.35,80.81,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Manager,Expert,55.35,80.81,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Manager,Expert,59.14,86.35,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Specialist,Junior,28.19,41.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Specialist,Junior,28.19,41.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Specialist,Junior,30.44,44.44,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Specialist,Mid-Level,40.34,58.89,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Specialist,Mid-Level,40.34,58.89,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Specialist,Mid-Level,43.56,63.60,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Specialist,Senior,46.64,68.09,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Specialist,Senior,46.64,68.09,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Specialist,Senior,49.47,72.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,IT Specialist,Expert,53.94,78.75,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,IT Specialist,Expert,53.94,78.75,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,IT Specialist,Expert,56.50,82.49,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Administrator,Junior,29.19,42.61,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Administrator,Junior,29.19,42.61,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Administrator,Junior,30.85,45.04,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Administrator,Mid-Level,36.48,53.26,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Administrator,Mid-Level,36.48,53.26,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Administrator,Mid-Level,38.57,56.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Administrator,Senior,45.70,66.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Administrator,Senior,45.70,66.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Administrator,Senior,48.32,70.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Administrator,Expert,58.60,85.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Administrator,Expert,58.60,85.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Administrator,Expert,61.98,90.49,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Architect,Junior,33.09,48.31,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Architect,Junior,33.09,48.31,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Architect,Junior,35.36,51.63,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Architect,Mid-Level,42.24,61.67,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Architect,Mid-Level,42.24,61.67,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Architect,Mid-Level,45.13,65.89,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Architect,Senior,48.99,71.52,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Architect,Senior,48.99,71.52,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Architect,Senior,52.36,76.44,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Network Architect,Expert,63.75,93.07,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Network Architect,Expert,63.75,93.07,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Network Architect,Expert,68.11,99.44,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Operations Manager,Junior,30.14,44.00,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Operations Manager,Junior,30.14,44.00,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Operations Manager,Junior,32.55,47.52,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Operations Manager,Mid-Level,38.33,55.97,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Operations Manager,Mid-Level,38.33,55.97,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Operations Manager,Mid-Level,41.40,60.44,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Operations Manager,Senior,48.10,70.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Operations Manager,Senior,48.10,70.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Operations Manager,Senior,51.94,75.83,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Operations Manager,Expert,55.17,80.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Operations Manager,Expert,55.17,80.55,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Operations Manager,Expert,59.58,86.98,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Programmer,Junior,28.61,41.77,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Programmer,Junior,28.61,41.77,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Programmer,Junior,29.62,43.24,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Programmer,Mid-Level,37.14,54.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Programmer,Mid-Level,37.14,54.23,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Programmer,Mid-Level,40.11,58.57,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Programmer,Senior,45.20,66.00,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Programmer,Senior,51.45,75.12,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Programmer,Senior,48.86,71.34,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Programmer,Expert,52.23,76.26,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Programmer,Expert,52.23,76.26,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Programmer,Expert,56.41,82.37,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Project Manager,Junior,30.41,44.40,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Project Manager,Junior,30.41,44.40,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Project Manager,Junior,32.84,47.95,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Project Manager,Mid-Level,38.57,56.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Project Manager,Mid-Level,38.57,56.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Project Manager,Mid-Level,41.65,60.81,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Project Manager,Senior,49.31,72.00,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Project Manager,Senior,49.31,72.00,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Project Manager,Senior,53.22,77.70,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Project Manager,Expert,59.26,86.52,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Project Manager,Expert,59.26,86.52,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Project Manager,Expert,63.91,93.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Analyst,Junior,32.85,47.97,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Analyst,Junior,32.85,47.97,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Analyst,Junior,35.48,51.80,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Analyst,Mid-Level,42.79,62.47,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Analyst,Mid-Level,42.79,62.47,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Analyst,Mid-Level,46.20,67.46,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Analyst,Senior,57.76,84.33,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Analyst,Senior,57.76,84.33,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Analyst,Senior,62.38,91.07,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Analyst,Expert,67.62,98.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Analyst,Expert,67.62,98.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Analyst,Expert,73.02,106.61,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Manager,Junior,33.93,49.54,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Manager,Junior,33.93,49.54,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Manager,Junior,36.65,53.51,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Manager,Mid-Level,50.20,73.29,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Manager,Mid-Level,50.20,73.29,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Manager,Mid-Level,54.21,79.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Manager,Senior,61.85,90.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Manager,Senior,61.85,90.30,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Manager,Senior,66.80,97.53,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Security Manager,Expert,73.78,107.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Security Manager,Expert,73.78,107.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Security Manager,Expert,77.54,113.21,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Analyst,Junior,32.58,47.57,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Analyst,Junior,32.58,47.57,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Analyst,Junior,34.81,50.83,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Analyst,Mid-Level,40.43,59.03,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Analyst,Mid-Level,40.43,59.03,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Analyst,Mid-Level,43.20,63.07,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Analyst,Senior,53.74,78.46,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Analyst,Senior,53.74,78.46,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Analyst,Senior,57.42,83.83,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Analyst,Expert,62.89,91.83,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Analyst,Expert,62.89,91.83,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Analyst,Expert,67.21,98.13,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Architect,Junior,34.75,50.74,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Architect,Junior,34.75,50.74,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Architect,Junior,37.52,54.78,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Architect,Mid-Level,48.51,70.83,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Architect,Mid-Level,48.51,70.83,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Architect,Mid-Level,52.39,76.49,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Architect,Senior,60.33,88.09,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Architect,Senior,60.33,88.09,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Architect,Senior,65.16,95.13,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Architect,Expert,67.74,98.90,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Architect,Expert,67.74,98.90,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Architect,Expert,73.16,106.81,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Developer,Junior,29.88,43.63,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Developer,Junior,29.88,43.63,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Developer,Junior,30.96,45.20,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Developer,Mid-Level,39.84,58.17,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Developer,Mid-Level,39.84,58.17,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Developer,Mid-Level,41.27,60.26,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Developer,Senior,52.87,77.20,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Developer,Senior,52.87,77.20,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Developer,Senior,54.77,79.97,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Developer,Expert,60.79,88.75,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Developer,Expert,60.79,88.75,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Developer,Expert,62.98,91.95,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Manager,Junior,33.65,49.14,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Manager,Junior,33.65,49.14,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Manager,Junior,35.24,51.44,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Manager,Mid-Level,46.68,68.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Manager,Mid-Level,46.68,68.15,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Manager,Mid-Level,48.86,71.34,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Manager,Senior,54.04,78.90,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Manager,Senior,54.04,78.90,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Manager,Senior,56.57,82.60,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Software Manager,Expert,62.65,91.47,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Software Manager,Expert,62.65,91.47,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Software Manager,Expert,67.67,98.80,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Systems Administrator,Junior,27.32,39.89,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Systems Administrator,Junior,27.32,39.89,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Systems Administrator,Junior,29.49,43.06,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Systems Administrator,Mid-Level,33.90,49.49,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Systems Administrator,Mid-Level,33.90,49.49,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Systems Administrator,Mid-Level,36.61,53.44,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Systems Administrator,Senior,41.84,61.09,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Systems Administrator,Senior,41.84,61.09,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Systems Administrator,Senior,45.19,65.98,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Systems Administrator,Expert,49.86,72.80,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Systems Administrator,Expert,49.86,72.80,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Systems Administrator,Expert,53.85,78.63,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Systems Analyst,Junior,28.58,41.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 2,Systems Analyst,Junior,28.58,41.72,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 3,Systems Analyst,Junior,29.30,42.78,46.00,false,
"I-Link Solutions, Inc.",04-3718440,Region 1,Systems Analyst,Mid-Level,36.33,53.04,46.00,false,
